timestamp,price,volume
2025-10-30T00:17:14.148265,99.97,16
2025-10-30T00:17:15.148265,99.94,12
2025-10-30T00:17:16.148265,99.91,111
2025-10-30T00:17:17.148265,99.61,4
2025-10-30T00:17:18.148265,99.57,12
2025-10-30T00:17:19.148265,99.59,35
2025-10-30T00:17:20.148265,99.72,52
2025-10-30T00:17:21.148265,99.74,39
2025-10-30T00:17:22.148265,99.79,82
2025-10-30T00:17:23.148265,100.05,1
2025-10-30T00:17:24.148265,100.16,20
2025-10-30T00:17:25.148265,99.87,8
2025-10-30T00:17:26.148265,100.04,4
2025-10-30T00:17:27.148265,99.99,5
2025-10-30T00:17:28.148265,100.15,82
2025-10-30T00:17:29.148265,99.93,65
2025-10-30T00:17:30.148265,99.41,23
2025-10-30T00:17:31.148265,99.29,40
2025-10-30T00:17:32.148265,99.42,98
2025-10-30T00:17:33.148265,99.18,43
2025-10-30T00:17:34.148265,99.16,12
2025-10-30T00:17:35.148265,99.1,17
2025-10-30T00:17:36.148265,99.23,5
2025-10-30T00:17:37.148265,99.3,16
2025-10-30T00:17:38.148265,99.18,23
2025-10-30T00:17:39.148265,99.04,11
2025-10-30T00:17:40.148265,98.99,52
2025-10-30T00:17:41.148265,99.45,46
2025-10-30T00:17:42.148265,99.6,8
2025-10-30T00:17:43.148265,99.88,23
2025-10-30T00:17:44.148265,100.16,40
2025-10-30T00:17:45.148265,100.14,57
2025-10-30T00:17:46.148265,100.33,13
2025-10-30T00:17:47.148265,100.04,1
2025-10-30T00:17:48.148265,99.98,11
2025-10-30T00:17:49.148265,100.12,143
2025-10-30T00:17:50.148265,100.24,53
2025-10-30T00:17:51.148265,100.12,25
2025-10-30T00:17:52.148265,100.31,15
2025-10-30T00:17:53.148265,100.2,14
2025-10-30T00:17:54.148265,100.06,43
2025-10-30T00:17:55.148265,100.0,114
2025-10-30T00:17:56.148265,99.89,300
2025-10-30T00:17:57.148265,99.97,35
2025-10-30T00:17:58.148265,100.02,5
2025-10-30T00:17:59.148265,100.05,49
2025-10-30T00:18:00.148265,100.1,3
2025-10-30T00:18:01.148265,99.9,24
2025-10-30T00:18:02.148265,100.15,177
2025-10-30T00:18:03.148265,100.14,98
2025-10-30T00:18:04.148265,100.46,57
2025-10-30T00:18:05.148265,100.48,38
2025-10-30T00:18:06.148265,100.45,5
2025-10-30T00:18:07.148265,100.74,28
2025-10-30T00:18:08.148265,100.26,104
2025-10-30T00:18:09.148265,100.4,15
2025-10-30T00:18:10.148265,100.27,121
2025-10-30T00:18:11.148265,100.27,102
2025-10-30T00:18:12.148265,100.18,46
2025-10-30T00:18:13.148265,100.45,8
2025-10-30T00:18:14.148265,100.47,75
2025-10-30T00:18:15.148265,100.22,37
2025-10-30T00:18:16.148265,100.4,1
2025-10-30T00:18:17.148265,100.4,132
2025-10-30T00:18:18.148265,100.67,18
2025-10-30T00:18:19.148265,100.41,2
2025-10-30T00:18:20.148265,100.76,4
2025-10-30T00:18:21.148265,100.42,33
2025-10-30T00:18:22.148265,100.73,72
2025-10-30T00:18:23.148265,100.87,6
2025-10-30T00:18:24.148265,100.62,15
2025-10-30T00:18:25.148265,100.66,102
2025-10-30T00:18:26.148265,100.54,38
2025-10-30T00:18:27.148265,100.6,65
2025-10-30T00:18:28.148265,100.65,266
2025-10-30T00:18:29.148265,100.82,52
2025-10-30T00:18:30.148265,100.59,6
2025-10-30T00:18:31.148265,100.68,12
2025-10-30T00:18:32.148265,100.54,13
2025-10-30T00:18:33.148265,100.77,12
2025-10-30T00:18:34.148265,101.03,12
2025-10-30T00:18:35.148265,101.15,117
2025-10-30T00:18:36.148265,101.2,13
2025-10-30T00:18:37.148265,101.14,55
2025-10-30T00:18:38.148265,101.16,137
2025-10-30T00:18:39.148265,101.27,42
2025-10-30T00:18:40.148265,100.92,82
2025-10-30T00:18:41.148265,100.98,10
2025-10-30T00:18:42.148265,101.16,27
2025-10-30T00:18:43.148265,101.28,31
2025-10-30T00:18:44.148265,101.24,207
2025-10-30T00:18:45.148265,100.94,5
2025-10-30T00:18:46.148265,100.79,98
2025-10-30T00:18:47.148265,100.9,14
2025-10-30T00:18:48.148265,100.98,27
2025-10-30T00:18:49.148265,101.19,16
2025-10-30T00:18:50.148265,101.19,29
2025-10-30T00:18:51.148265,101.65,98
2025-10-30T00:18:52.148265,101.59,361
2025-10-30T00:18:53.148265,101.57,90
2025-10-30T00:18:54.148265,102.03,94
2025-10-30T00:18:55.148265,101.94,9
2025-10-30T00:18:56.148265,101.8,25
2025-10-30T00:18:57.148265,101.81,3
2025-10-30T00:18:58.148265,101.38,15
2025-10-30T00:18:59.148265,101.79,76
2025-10-30T00:19:00.148265,101.58,157
2025-10-30T00:19:01.148265,101.64,269
2025-10-30T00:19:02.148265,101.34,8
2025-10-30T00:19:03.148265,101.23,17
2025-10-30T00:19:04.148265,101.49,39
2025-10-30T00:19:05.148265,101.44,68
2025-10-30T00:19:06.148265,101.69,34
2025-10-30T00:19:07.148265,101.78,95
2025-10-30T00:19:08.148265,102.06,4
2025-10-30T00:19:09.148265,102.49,10
2025-10-30T00:19:10.148265,102.24,13
2025-10-30T00:19:11.148265,102.07,6
2025-10-30T00:19:12.148265,102.19,45
2025-10-30T00:19:13.148265,102.09,48
2025-10-30T00:19:14.148265,101.85,36
2025-10-30T00:19:15.148265,101.98,136
2025-10-30T00:19:16.148265,102.07,13
2025-10-30T00:19:17.148265,102.38,25
2025-10-30T00:19:18.148265,102.3,19
2025-10-30T00:19:19.148265,102.15,69
2025-10-30T00:19:20.148265,102.35,323
2025-10-30T00:19:21.148265,102.45,277
2025-10-30T00:19:22.148265,102.58,15
2025-10-30T00:19:23.148265,102.64,135
2025-10-30T00:19:24.148265,102.95,23
2025-10-30T00:19:25.148265,102.66,8
2025-10-30T00:19:26.148265,102.82,47
2025-10-30T00:19:27.148265,102.54,218
2025-10-30T00:19:28.148265,102.53,84
2025-10-30T00:19:29.148265,102.51,17
2025-10-30T00:19:30.148265,102.26,7
2025-10-30T00:19:31.148265,101.85,6
2025-10-30T00:19:32.148265,102.05,15
2025-10-30T00:19:33.148265,102.21,46
2025-10-30T00:19:34.148265,102.18,50
2025-10-30T00:19:35.148265,102.04,15
2025-10-30T00:19:36.148265,101.6,93
2025-10-30T00:19:37.148265,101.63,4
2025-10-30T00:19:38.148265,101.48,1
2025-10-30T00:19:39.148265,101.56,73
2025-10-30T00:19:40.148265,101.46,67
2025-10-30T00:19:41.148265,101.34,40
2025-10-30T00:19:42.148265,101.31,3
2025-10-30T00:19:43.148265,101.32,107
2025-10-30T00:19:44.148265,101.53,89
2025-10-30T00:19:45.148265,101.39,43
2025-10-30T00:19:46.148265,101.45,18
2025-10-30T00:19:47.148265,101.53,114
2025-10-30T00:19:48.148265,101.65,114
2025-10-30T00:19:49.148265,101.26,11
2025-10-30T00:19:50.148265,101.26,75
2025-10-30T00:19:51.148265,101.35,107
2025-10-30T00:19:52.148265,101.12,8
2025-10-30T00:19:53.148265,101.28,132
2025-10-30T00:19:54.148265,101.65,83
2025-10-30T00:19:55.148265,101.23,106
2025-10-30T00:19:56.148265,101.56,20
2025-10-30T00:19:57.148265,101.61,133
2025-10-30T00:19:58.148265,101.74,83
2025-10-30T00:19:59.148265,101.36,15
2025-10-30T00:20:00.148265,101.38,102
2025-10-30T00:20:01.148265,101.29,97
2025-10-30T00:20:02.148265,101.35,30
2025-10-30T00:20:03.148265,101.72,18
2025-10-30T00:20:04.148265,101.76,1
2025-10-30T00:20:05.148265,101.62,10
2025-10-30T00:20:06.148265,101.43,170
2025-10-30T00:20:07.148265,101.79,16
2025-10-30T00:20:08.148265,101.66,198
2025-10-30T00:20:09.148265,101.5,38
2025-10-30T00:20:10.148265,101.59,176
2025-10-30T00:20:11.148265,101.55,9
2025-10-30T00:20:12.148265,101.71,5
2025-10-30T00:20:13.148265,101.67,28
2025-10-30T00:20:14.148265,101.65,46
2025-10-30T00:20:15.148265,101.48,35
2025-10-30T00:20:16.148265,101.28,14
2025-10-30T00:20:17.148265,101.46,61
2025-10-30T00:20:18.148265,101.92,38
2025-10-30T00:20:19.148265,101.92,63
2025-10-30T00:20:20.148265,101.9,22
2025-10-30T00:20:21.148265,101.6,3
2025-10-30T00:20:22.148265,101.51,18
2025-10-30T00:20:23.148265,101.35,94
2025-10-30T00:20:24.148265,101.32,18
2025-10-30T00:20:25.148265,101.15,26
2025-10-30T00:20:26.148265,101.01,6
2025-10-30T00:20:27.148265,101.11,27
2025-10-30T00:20:28.148265,101.39,116
2025-10-30T00:20:29.148265,101.28,47
2025-10-30T00:20:30.148265,101.2,1
2025-10-30T00:20:31.148265,101.44,16
2025-10-30T00:20:32.148265,101.2,53
2025-10-30T00:20:33.148265,101.31,31
2025-10-30T00:20:34.148265,101.18,32
2025-10-30T00:20:35.148265,101.23,115
2025-10-30T00:20:36.148265,101.27,4
2025-10-30T00:20:37.148265,101.15,36
2025-10-30T00:20:38.148265,101.03,85
2025-10-30T00:20:39.148265,100.89,69
2025-10-30T00:20:40.148265,100.82,11
2025-10-30T00:20:41.148265,100.69,1
2025-10-30T00:20:42.148265,100.7,94
2025-10-30T00:20:43.148265,100.93,3
2025-10-30T00:20:44.148265,100.69,10
2025-10-30T00:20:45.148265,100.84,59
2025-10-30T00:20:46.148265,100.69,53
2025-10-30T00:20:47.148265,100.7,1
2025-10-30T00:20:48.148265,100.7,5
2025-10-30T00:20:49.148265,100.35,27
2025-10-30T00:20:50.148265,100.58,36
2025-10-30T00:20:51.148265,101.03,2
2025-10-30T00:20:52.148265,101.03,30
2025-10-30T00:20:53.148265,101.42,80
2025-10-30T00:20:54.148265,101.12,45
2025-10-30T00:20:55.148265,100.6,149
2025-10-30T00:20:56.148265,100.82,63
2025-10-30T00:20:57.148265,100.64,35
2025-10-30T00:20:58.148265,100.76,113
2025-10-30T00:20:59.148265,100.54,68
2025-10-30T00:21:00.148265,100.39,14
2025-10-30T00:21:01.148265,100.41,50
2025-10-30T00:21:02.148265,100.43,49
2025-10-30T00:21:03.148265,100.19,16
2025-10-30T00:21:04.148265,100.34,15
2025-10-30T00:21:05.148265,100.42,19
2025-10-30T00:21:06.148265,100.31,13
2025-10-30T00:21:07.148265,100.28,59
2025-10-30T00:21:08.148265,100.26,26
2025-10-30T00:21:09.148265,100.19,39
2025-10-30T00:21:10.148265,100.07,27
2025-10-30T00:21:11.148265,100.14,117
2025-10-30T00:21:12.148265,99.87,97
2025-10-30T00:21:13.148265,99.71,72
2025-10-30T00:21:14.148265,99.69,21
2025-10-30T00:21:15.148265,99.7,70
2025-10-30T00:21:16.148265,100.0,27
2025-10-30T00:21:17.148265,99.61,68
2025-10-30T00:21:18.148265,99.35,12
2025-10-30T00:21:19.148265,99.27,12
2025-10-30T00:21:20.148265,99.23,20
2025-10-30T00:21:21.148265,99.25,56
2025-10-30T00:21:22.148265,99.15,31
2025-10-30T00:21:23.148265,99.22,6
2025-10-30T00:21:24.148265,99.19,25
2025-10-30T00:21:25.148265,99.16,41
2025-10-30T00:21:26.148265,99.44,7
2025-10-30T00:21:27.148265,99.49,30
2025-10-30T00:21:28.148265,99.67,11
2025-10-30T00:21:29.148265,99.73,19
2025-10-30T00:21:30.148265,99.74,69
2025-10-30T00:21:31.148265,99.55,89
2025-10-30T00:21:32.148265,99.55,1
2025-10-30T00:21:33.148265,99.63,38
2025-10-30T00:21:34.148265,99.81,52
2025-10-30T00:21:35.148265,99.81,75
2025-10-30T00:21:36.148265,99.62,149
2025-10-30T00:21:37.148265,99.35,11
2025-10-30T00:21:38.148265,99.46,6
2025-10-30T00:21:39.148265,99.47,55
2025-10-30T00:21:40.148265,99.34,60
2025-10-30T00:21:41.148265,99.29,72
2025-10-30T00:21:42.148265,99.42,68
2025-10-30T00:21:43.148265,99.66,6
2025-10-30T00:21:44.148265,99.88,5
2025-10-30T00:21:45.148265,99.41,1
2025-10-30T00:21:46.148265,99.3,158
2025-10-30T00:21:47.148265,99.58,25
2025-10-30T00:21:48.148265,99.56,58
2025-10-30T00:21:49.148265,99.48,49
2025-10-30T00:21:50.148265,99.75,94
2025-10-30T00:21:51.148265,99.96,45
2025-10-30T00:21:52.148265,100.38,76
2025-10-30T00:21:53.148265,100.78,21
2025-10-30T00:21:54.148265,100.61,35
2025-10-30T00:21:55.148265,100.69,20
2025-10-30T00:21:56.148265,100.91,5
2025-10-30T00:21:57.148265,100.61,161
2025-10-30T00:21:58.148265,100.36,61
2025-10-30T00:21:59.148265,100.08,28
